date,symbol,year,quarter,net_income,total_assets,source,book_value
31-03-2018,ICICIPRULI,2018,FY,1619,141819,screener_html,6574
31-03-2019,ICICIPRULI,2019,FY,1139,163086,screener_html,6871
31-03-2020,ICICIPRULI,2020,FY,1067,156031,screener_html,7213
31-03-2021,ICICIPRULI,2021,FY,956,217220,screener_html,9109
31-03-2022,ICICIPRULI,2022,FY,759,244437,screener_html,9158
31-03-2023,ICICIPRULI,2023,FY,813,255851,screener_html,10090
31-03-2024,ICICIPRULI,2024,FY,851,299001,screener_html,11005
31-03-2025,ICICIPRULI,2025,FY,1186,314239,screener_html,11933
31-03-2026,ICICIPRULI,2026,FY,1608,319735,screener_html,13631
31-03-2015,IDBI,2015,FY,957,356044,screener_html,24375
31-03-2016,IDBI,2016,FY,-3574,375275,screener_html,28059
31-03-2017,IDBI,2017,FY,-4997,362488,screener_html,23263
31-03-2018,IDBI,2018,FY,-8116,350909,screener_html,21908
31-03-2019,IDBI,2019,FY,-14970,321111,screener_html,38346
31-03-2020,IDBI,2020,FY,-12819,300699,screener_html,34836
31-03-2021,IDBI,2021,FY,1532,298653,screener_html,37628
31-03-2022,IDBI,2022,FY,2557,302540,screener_html,42571
31-03-2023,IDBI,2023,FY,3728,331498,screener_html,46319
31-03-2024,IDBI,2024,FY,5814,364659,screener_html,51073
31-03-2025,IDBI,2025,FY,7656,412962,screener_html,61620
31-03-2026,IDBI,2026,FY,9237,467386,screener_html,68564
31-03-2014,IDEA,2014,FY,1968,46557,screener_html,16525
31-03-2015,IDEA,2015,FY,3193,60467,screener_html,23027
31-03-2016,IDEA,2016,FY,2728,80126,screener_html,23551
31-03-2017,IDEA,2017,FY,-400,96668,screener_html,24732
31-03-2018,IDEA,2018,FY,-4168,98511,screener_html,27262
31-03-2019,IDEA,2019,FY,-14604,229652,screener_html,59635
31-03-2020,IDEA,2020,FY,-73878,226918,screener_html,5979
31-03-2021,IDEA,2021,FY,-44233,203478,screener_html,-38228
31-03-2022,IDEA,2022,FY,-28245,194029,screener_html,-61965
31-03-2023,IDEA,2023,FY,-29301,207243,screener_html,-74359
31-03-2024,IDEA,2024,FY,-31238,184997,screener_html,-104167
31-03-2025,IDEA,2025,FY,-27383,188548,screener_html,-82460
31-03-2017,IDFCFIRSTB,2017,FY,1019,112064,screener_html,14677
31-03-2018,IDFCFIRSTB,2018,FY,880,126382,screener_html,15274
31-03-2019,IDFCFIRSTB,2019,FY,-1908,167099,screener_html,18200
31-03-2020,IDFCFIRSTB,2020,FY,-2843,149159,screener_html,15404
31-03-2021,IDFCFIRSTB,2021,FY,483,163072,screener_html,17900
31-03-2022,IDFCFIRSTB,2022,FY,132,190146,screener_html,21082
31-03-2023,IDFCFIRSTB,2023,FY,2485,239882,screener_html,25847
31-03-2024,IDFCFIRSTB,2024,FY,2942,296210,screener_html,32274
31-03-2025,IDFCFIRSTB,2025,FY,1490,343909,screener_html,38156
31-03-2026,IDFCFIRSTB,2026,FY,1611,399775,screener_html,47116
31-03-2019,IEX,2019,FY,165,706,screener_html,370
31-03-2020,IEX,2020,FY,176,667,screener_html,388
31-03-2021,IEX,2021,FY,205,982,screener_html,526
31-03-2022,IEX,2022,FY,309,1696,screener_html,704
31-03-2023,IEX,2023,FY,306,1453,screener_html,799
31-03-2024,IEX,2024,FY,351,1774,screener_html,972
31-03-2025,IEX,2025,FY,429,2196,screener_html,1136
31-03-2026,IEX,2026,FY,493,2436,screener_html,1364
31-03-2015,IFCI,2015,FY,575,36970,screener_html,7223
31-03-2016,IFCI,2016,FY,394,39146,screener_html,7301
31-03-2017,IFCI,2017,FY,-308,34282,screener_html,6870
31-03-2018,IFCI,2018,FY,418,30798,screener_html,5889
31-03-2019,IFCI,2019,FY,-476,26042,screener_html,5357
31-03-2020,IFCI,2020,FY,-223,22439,screener_html,5249
31-03-2021,IFCI,2021,FY,-1912,20364,screener_html,3738
31-03-2022,IFCI,2022,FY,-1761,15487,screener_html,2818
31-03-2023,IFCI,2023,FY,-120,16939,screener_html,3767
31-03-2024,IFCI,2024,FY,241,18918,screener_html,4535
31-03-2025,IFCI,2025,FY,349,25724,screener_html,8690
31-03-2026,IFCI,2026,FY,435,26570,screener_html,8944
31-03-2022,IGIL,2022,FY,242,409,screener_html,339.4
31-03-2023,IGIL,2023,FY,325,603,screener_html,509.4
31-03-2024,IGIL,2024,FY,427,1504,screener_html,1062
31-03-2025,IGIL,2025,FY,532,1755,screener_html,1409
31-03-2015,IGL,2015,FY,448,3093,screener_html,2115
31-03-2016,IGL,2016,FY,458,3452,screener_html,2570
31-03-2017,IGL,2017,FY,606,4198,screener_html,3012
31-03-2018,IGL,2018,FY,722,5100,screener_html,3647
31-03-2019,IGL,2019,FY,842,6187,screener_html,4316
31-03-2020,IGL,2020,FY,1249,7548,screener_html,5358
31-03-2021,IGL,2021,FY,1173,9054,screener_html,6334
31-03-2022,IGL,2022,FY,1502,11107,screener_html,7586
31-03-2023,IGL,2023,FY,1640,12628,screener_html,7931
31-03-2024,IGL,2024,FY,1983,14225,screener_html,9633
31-03-2025,IGL,2025,FY,1713,16762,screener_html,11221
31-03-2015,IIFL,2015,FY,476,19418,screener_html,2558
31-03-2016,IIFL,2016,FY,555,22866,screener_html,3352
31-03-2017,IIFL,2017,FY,822,33761,screener_html,4382
31-03-2018,IIFL,2018,FY,1021,44495,screener_html,4743
31-03-2019,IIFL,2019,FY,796,33239,screener_html,4354
31-03-2020,IIFL,2020,FY,503,34373,screener_html,4760
31-03-2021,IIFL,2021,FY,761,40667,screener_html,5388
31-03-2022,IIFL,2022,FY,1188,45910,screener_html,6464
31-03-2023,IIFL,2023,FY,1608,53002,screener_html,8992
31-03-2024,IIFL,2024,FY,1974,62403,screener_html,10637
31-03-2025,IIFL,2025,FY,578,67644,screener_html,12412
31-03-2026,IIFL,2026,FY,1817,89059,screener_html,13920
31-03-2020,IKS,2020,FY,137,434,screener_html,283
31-03-2021,IKS,2021,FY,165,586,screener_html,457
31-03-2022,IKS,2022,FY,233,788,screener_html,647
31-03-2023,IKS,2023,FY,305,988,screener_html,829
31-03-2024,IKS,2024,FY,370,2880,screener_html,1158
31-03-2025,IKS,2025,FY,486,3606,screener_html,2241
31-03-2019,INDGN,2019,FY,14,329,screener_html,73.31
31-03-2020,INDGN,2020,FY,-12,600,screener_html,-104.69
31-03-2021,INDGN,2021,FY,149,596,screener_html,324.31
31-03-2022,INDGN,2022,FY,163,1353,screener_html,764.35
31-03-2023,INDGN,2023,FY,266,2204,screener_html,1064
31-03-2024,INDGN,2024,FY,337,2546,screener_html,1429
31-03-2025,INDGN,2025,FY,407,3326,screener_html,2616
31-03-2026,INDGN,2026,FY,401,4620,screener_html,3139
31-03-2014,INDHOTEL,2014,FY,-536,9514,screener_html,2637
31-03-2015,INDHOTEL,2015,FY,-347,9884,screener_html,2227
31-03-2016,INDHOTEL,2016,FY,-203,9797,screener_html,2580
31-03-2017,INDHOTEL,2017,FY,-46,8599,screener_html,2518
31-03-2018,INDHOTEL,2018,FY,104,9314,screener_html,4181
31-03-2019,INDHOTEL,2019,FY,296,9514,screener_html,4348
31-03-2020,INDHOTEL,2020,FY,364,11442,screener_html,4357
31-03-2021,INDHOTEL,2021,FY,-796,11435,screener_html,3649
31-03-2022,INDHOTEL,2022,FY,-265,13002,screener_html,7062
31-03-2023,INDHOTEL,2023,FY,1053,13512,screener_html,7982
31-03-2024,INDHOTEL,2024,FY,1330,14733,screener_html,9456
31-03-2025,INDHOTEL,2025,FY,2038,18419,screener_html,11569
31-03-2015,INDIACEM,2015,FY,-1,8687,screener_html,3380
31-03-2016,INDIACEM,2016,FY,119,10692,screener_html,5050
31-03-2017,INDIACEM,2017,FY,159,10950,screener_html,5175
31-03-2018,INDIACEM,2018,FY,69,10946,screener_html,5269
31-03-2019,INDIACEM,2019,FY,26,11297,screener_html,5246
31-03-2020,INDIACEM,2020,FY,51,11670,screener_html,5498
31-03-2021,INDIACEM,2021,FY,209,11090,screener_html,5698
31-03-2022,INDIACEM,2022,FY,87,12043,screener_html,5947
31-03-2023,INDIACEM,2023,FY,-125,11467,screener_html,5776
31-03-2024,INDIACEM,2024,FY,-227,10701,screener_html,5575
31-03-2025,INDIACEM,2025,FY,-144,13830,screener_html,10194
31-03-2026,INDIACEM,2026,FY,-67,13403,screener_html,10124
31-03-2015,INDIAMART,2015,FY,-32,102,screener_html,-143
31-03-2016,INDIAMART,2016,FY,-116,191,screener_html,-144
31-03-2017,INDIAMART,2017,FY,-64,221,screener_html,-390
31-03-2018,INDIAMART,2018,FY,55,543,screener_html,-321
31-03-2019,INDIAMART,2019,FY,20,821,screener_html,160
31-03-2020,INDIAMART,2020,FY,147,1123,screener_html,275
31-03-2021,INDIAMART,2021,FY,280,2511,screener_html,1611
31-03-2022,INDIAMART,2022,FY,298,2949,screener_html,1875
31-03-2023,INDIAMART,2023,FY,284,3442,screener_html,2059
31-03-2024,INDIAMART,2024,FY,334,3449,screener_html,1736
31-03-2025,INDIAMART,2025,FY,551,4130,screener_html,2185
31-03-2026,INDIAMART,2026,FY,475,4625,screener_html,2400
31-03-2015,INDIANB,2015,FY,1051,193036,screener_html,15029
31-03-2016,INDIANB,2016,FY,752,203941,screener_html,16490
31-03-2017,INDIANB,2017,FY,1455,218507,screener_html,17434
31-03-2018,INDIANB,2018,FY,1311,252981,screener_html,18715
31-03-2019,INDIANB,2019,FY,381,280388,screener_html,19715
31-03-2020,INDIANB,2020,FY,862,310141,screener_html,22768
31-03-2021,INDIANB,2021,FY,3151,625535,screener_html,39458
31-03-2022,INDIANB,2022,FY,4144,674096,screener_html,44951
31-03-2023,INDIANB,2023,FY,5574,713334,screener_html,49506
31-03-2024,INDIANB,2024,FY,8423,795709,screener_html,60248
31-03-2025,INDIANB,2025,FY,11264,877039,screener_html,71513
31-03-2026,INDIANB,2026,FY,11707,991553,screener_html,80043
31-03-2017,INDIGO,2017,FY,1659,15210,screener_html,3779
31-03-2018,INDIGO,2018,FY,2242,21129,screener_html,7077
31-03-2019,INDIGO,2019,FY,157,25026,screener_html,6945
31-03-2020,INDIGO,2020,FY,-234,42101,screener_html,5878
31-03-2021,INDIGO,2021,FY,-5806,43051,screener_html,111
31-03-2022,INDIGO,2022,FY,-6162,45963,screener_html,-5988
31-03-2023,INDIGO,2023,FY,-306,59170,screener_html,-6252
31-03-2024,INDIGO,2024,FY,8172,82224,screener_html,1996
31-03-2025,INDIGO,2025,FY,7258,128236,screener_html,8634
31-03-2016,INDUSINDBK,2016,FY,2287,142898,screener_html,17697
31-03-2017,INDUSINDBK,2017,FY,2868,178650,screener_html,20647
31-03-2018,INDUSINDBK,2018,FY,3606,221628,screener_html,23843
31-03-2019,INDUSINDBK,2019,FY,3301,277821,screener_html,26688
31-03-2020,INDUSINDBK,2020,FY,4458,307229,screener_html,34748
31-03-2021,INDUSINDBK,2021,FY,2930,362903,screener_html,43500
31-03-2022,INDUSINDBK,2022,FY,4805,401967,screener_html,48027
31-03-2023,INDUSINDBK,2023,FY,7444,457837,screener_html,55005
31-03-2024,INDUSINDBK,2024,FY,8977,515094,screener_html,63207
31-03-2025,INDUSINDBK,2025,FY,2576,554107,screener_html,64836
31-03-2026,INDUSINDBK,2026,FY,889,543394,screener_html,65588
31-03-2015,INDUSTOWER,2015,FY,1992,27155,screener_html,17020
31-03-2016,INDUSTOWER,2016,FY,2247,20703,screener_html,18242
31-03-2017,INDUSTOWER,2017,FY,2747,20941,screener_html,15500
31-03-2018,INDUSTOWER,2018,FY,2494,19625,screener_html,16965
31-03-2019,INDUSTOWER,2019,FY,2494,17115,screener_html,14532
31-03-2020,INDUSTOWER,2020,FY,3299,19754,screener_html,13543
31-03-2021,INDUSTOWER,2021,FY,3779,44944,screener_html,15877
31-03-2022,INDUSTOWER,2022,FY,6373,47968,screener_html,22151
31-03-2023,INDUSTOWER,2023,FY,2040,46572,screener_html,21110
31-03-2024,INDUSTOWER,2024,FY,6036,55868,screener_html,27039
31-03-2025,INDUSTOWER,2025,FY,9932,63168,screener_html,32498
31-03-2026,INDUSTOWER,2026,FY,7145,71316,screener_html,39646
31-03-2015,INFY,2015,FY,12372,66289,screener_html,50736
31-03-2016,INFY,2016,FY,13489,75098,screener_html,61744
31-03-2017,INFY,2017,FY,14353,83148,screener_html,68982
31-03-2018,INFY,2018,FY,16029,79349,screener_html,64923
31-03-2019,INFY,2019,FY,15410,84066,screener_html,64948
31-03-2020,INFY,2020,FY,16639,91800,screener_html,65450
31-03-2021,INFY,2021,FY,19423,107511,screener_html,76351
31-03-2022,INFY,2022,FY,22146,116729,screener_html,75350
31-03-2023,INFY,2023,FY,24108,124596,screener_html,75407
31-03-2024,INFY,2024,FY,26248,137360,screener_html,88116
31-03-2025,INFY,2025,FY,26750,147795,screener_html,95818
31-03-2026,INFY,2026,FY,29474,154288,screener_html,92852
31-03-2014,INOXWIND,2014,FY,132,1480,screener_html,428
31-03-2015,INOXWIND,2015,FY,296,3196,screener_html,1392
31-03-2016,INOXWIND,2016,FY,461,4778,screener_html,1887
31-03-2017,INOXWIND,2017,FY,303,5155,screener_html,2190
31-03-2018,INOXWIND,2018,FY,-188,4098,screener_html,2004
31-03-2019,INOXWIND,2019,FY,-40,4741,screener_html,1965
31-03-2020,INOXWIND,2020,FY,-279,5292,screener_html,1686
31-03-2021,INOXWIND,2021,FY,-307,5464,screener_html,1316
31-03-2022,INOXWIND,2022,FY,-483,5965,screener_html,910
31-03-2023,INOXWIND,2023,FY,-712,6041,screener_html,1713
31-03-2024,INOXWIND,2024,FY,-48,6754,screener_html,2808
31-03-2025,INOXWIND,2025,FY,438,10005,screener_html,6673
31-03-2015,INTELLECT,2015,FY,-83,931,screener_html,619
31-03-2016,INTELLECT,2016,FY,-23,1012,screener_html,611
31-03-2017,INTELLECT,2017,FY,-22,1184,screener_html,598
31-03-2018,INTELLECT,2018,FY,57,1361,screener_html,802
31-03-2019,INTELLECT,2019,FY,131,1631,screener_html,1020
31-03-2020,INTELLECT,2020,FY,18,1869,screener_html,1045
31-03-2021,INTELLECT,2021,FY,265,2042,screener_html,1392
31-03-2022,INTELLECT,2022,FY,350,2593,screener_html,1808
31-03-2023,INTELLECT,2023,FY,269,2887,screener_html,2058
31-03-2024,INTELLECT,2024,FY,323,3378,screener_html,2438
31-03-2025,INTELLECT,2025,FY,334,3843,screener_html,2785
31-03-2026,INTELLECT,2026,FY,343,4580,screener_html,3170
31-03-2021,IOB,2021,FY,758,274229,screener_html,17099
31-03-2022,IOB,2022,FY,1709,299030,screener_html,22597
31-03-2023,IOB,2023,FY,2104,313438,screener_html,24876
31-03-2024,IOB,2024,FY,2666,351869,screener_html,27561
31-03-2025,IOB,2025,FY,3396,394708,screener_html,32234
31-03-2026,IOB,2026,FY,5418,472795,screener_html,36991
31-03-2014,IOC,2014,FY,6967,265953,screener_html,67913
31-03-2015,IOC,2015,FY,4872,233883,screener_html,68832
31-03-2016,IOC,2016,FY,12413,231715,screener_html,89980
31-03-2017,IOC,2017,FY,20385,273719,screener_html,102096
31-03-2018,IOC,2018,FY,22626,295860,screener_html,113874
31-03-2019,IOC,2019,FY,17274,335363,screener_html,112469
31-03-2020,IOC,2020,FY,-1876,329962,screener_html,95398
31-03-2021,IOC,2021,FY,21762,355145,screener_html,111838
31-03-2022,IOC,2022,FY,25727,410882,screener_html,133535
31-03-2023,IOC,2023,FY,11704,441995,screener_html,139721
31-03-2024,IOC,2024,FY,43161,482683,screener_html,183417
31-03-2025,IOC,2025,FY,13789,516472,screener_html,197089
31-03-2014,IPCALAB,2014,FY,479,3211,screener_html,1959
31-03-2015,IPCALAB,2015,FY,254,3812,screener_html,2208
31-03-2016,IPCALAB,2016,FY,93,3892,screener_html,2259
31-03-2017,IPCALAB,2017,FY,195,3960,screener_html,2455
31-03-2018,IPCALAB,2018,FY,239,4116,screener_html,2688
31-03-2019,IPCALAB,2019,FY,442,4549,screener_html,3122
31-03-2020,IPCALAB,2020,FY,604,5258,screener_html,3627
31-03-2021,IPCALAB,2021,FY,1141,6066,screener_html,4701
31-03-2022,IPCALAB,2022,FY,890,7622,screener_html,5464
31-03-2023,IPCALAB,2023,FY,479,8623,screener_html,5842
31-03-2024,IPCALAB,2024,FY,523,11097,screener_html,6332
31-03-2025,IPCALAB,2025,FY,785,12263,screener_html,7427
31-03-2014,IRB,2014,FY,460,15704,screener_html,3560
31-03-2015,IRB,2015,FY,542,39391,screener_html,4360
31-03-2016,IRB,2016,FY,640,42162,screener_html,4836
31-03-2017,IRB,2017,FY,715,46641,screener_html,5271
31-03-2018,IRB,2018,FY,920,40389,screener_html,5692
31-03-2019,IRB,2019,FY,850,40464,screener_html,6315
31-03-2020,IRB,2020,FY,721,39885,screener_html,6682
31-03-2021,IRB,2021,FY,117,41171,screener_html,6900
31-03-2022,IRB,2022,FY,361,42481,screener_html,12566
31-03-2023,IRB,2023,FY,720,42703,screener_html,13379
31-03-2024,IRB,2024,FY,606,44870,screener_html,13745
31-03-2025,IRB,2025,FY,6481,54346,screener_html,20381
31-03-2014,IRCON,2014,FY,747,6213,screener_html,3016
31-03-2015,IRCON,2015,FY,583,7437,screener_html,3305
31-03-2016,IRCON,2016,FY,393,8139,screener_html,3639
31-03-2017,IRCON,2017,FY,384,9231,screener_html,3817
31-03-2018,IRCON,2018,FY,409,12771,screener_html,3761
31-03-2019,IRCON,2019,FY,450,13318,screener_html,3964
31-03-2020,IRCON,2020,FY,485,10181,screener_html,4171
31-03-2021,IRCON,2021,FY,391,11254,screener_html,4403
31-03-2022,IRCON,2022,FY,592,14446,screener_html,4666
31-03-2023,IRCON,2023,FY,765,15537,screener_html,5211
31-03-2024,IRCON,2024,FY,930,17452,screener_html,5871
31-03-2025,IRCON,2025,FY,728,20219,screener_html,6458
31-03-2023,IRCTC,2023,FY,1006,5089,screener_html,2478
31-03-2024,IRCTC,2024,FY,1111,6091,screener_html,3230
31-03-2025,IRCTC,2025,FY,1315,7631,screener_html,4261
31-03-2017,IREDA,2017,FY,210,18797,screener_html,2428
31-03-2018,IREDA,2018,FY,405,20368,screener_html,2446
31-03-2019,IREDA,2019,FY,250,24518,screener_html,2585
31-03-2020,IREDA,2020,FY,215,27652,screener_html,2522
31-03-2021,IREDA,2021,FY,346,30293,screener_html,2996
31-03-2024,IREDA,2024,FY,1252,62600,screener_html,8560
31-03-2025,IREDA,2025,FY,1698,87796,screener_html,12922
31-03-2014,IRFC,2014,FY,701,83930,screener_html,7562
31-03-2015,IRFC,2015,FY,758,87647,screener_html,8682
31-03-2016,IRFC,2016,FY,849,108400,screener_html,11525
31-03-2017,IRFC,2017,FY,934,129650,screener_html,12009
31-03-2018,IRFC,2018,FY,2055,161468,screener_html,13928
31-03-2019,IRFC,2019,FY,2255,206604,screener_html,25028
31-03-2020,IRFC,2020,FY,3192,275504,screener_html,30299
31-03-2021,IRFC,2021,FY,4416,380482,screener_html,35914
31-03-2022,IRFC,2022,FY,6090,449980,screener_html,40997
31-03-2023,IRFC,2023,FY,6337,491147,screener_html,45471
31-03-2024,IRFC,2024,FY,6412,485082,screener_html,49179
31-03-2025,IRFC,2025,FY,6502,503996,screener_html,56194
31-03-2014,ITC,2014,FY,9001,40848,screener_html,27237
31-03-2015,ITC,2015,FY,9779,45952,screener_html,31736
31-03-2016,ITC,2016,FY,9501,51651,screener_html,42680
31-03-2017,ITC,2017,FY,10477,55898,screener_html,46413
31-03-2018,ITC,2018,FY,11493,64241,screener_html,52510
31-03-2019,ITC,2019,FY,12836,71739,screener_html,59141
31-03-2020,ITC,2020,FY,15593,77311,screener_html,65273
31-03-2021,ITC,2021,FY,13383,73761,screener_html,60347
31-03-2022,ITC,2022,FY,15503,77196,screener_html,62455
31-03-2023,ITC,2023,FY,19477,85831,screener_html,69155
31-03-2024,ITC,2024,FY,20751,91754,screener_html,74507
31-03-2025,ITC,2025,FY,35052,90803,screener_html,71072
31-03-2024,ITCHOTELS,2024,FY,424,10188,screener_html,8498
31-03-2025,ITCHOTELS,2025,FY,638,12822,screener_html,11039
31-03-2017,ITI,2017,FY,266,5588,screener_html,1100
31-03-2018,ITI,2018,FY,231,7081,screener_html,1665
31-03-2019,ITI,2019,FY,93,7034,screener_html,1833
31-03-2020,ITI,2020,FY,146,7761,screener_html,2320
31-03-2021,ITI,2021,FY,9,8953,screener_html,2445
31-03-2022,ITI,2022,FY,119,9615,screener_html,2608
31-03-2023,ITI,2023,FY,-360,9531,screener_html,2375
31-03-2024,ITI,2024,FY,-569,9639,screener_html,1784
31-03-2025,ITI,2025,FY,-215,10429,screener_html,1505
31-03-2015,J&KBANK,2015,FY,508,75910,screener_html,6108
31-03-2016,J&KBANK,2016,FY,414,80254,screener_html,6420
31-03-2017,J&KBANK,2017,FY,-1633,82012,screener_html,5673
31-03-2018,J&KBANK,2018,FY,203,89684,screener_html,6158
31-03-2019,J&KBANK,2019,FY,464,101405,screener_html,6622
31-03-2020,J&KBANK,2020,FY,-1183,108829,screener_html,6345
31-03-2021,J&KBANK,2021,FY,428,120273,screener_html,6802
31-03-2022,J&KBANK,2022,FY,495,130576,screener_html,8077
31-03-2023,J&KBANK,2023,FY,1181,145913,screener_html,9896
31-03-2024,J&KBANK,2024,FY,1771,154505,screener_html,12193
31-03-2025,J&KBANK,2025,FY,2082,169424,screener_html,14208
31-03-2026,J&KBANK,2026,FY,2360,188960,screener_html,16500
31-03-2014,JBCHEPHARM,2014,FY,62,1351,screener_html,1043
31-03-2015,JBCHEPHARM,2015,FY,100,1487,screener_html,995
31-03-2016,JBCHEPHARM,2016,FY,163,1648,screener_html,1184
31-03-2017,JBCHEPHARM,2017,FY,184,1674,screener_html,1364
31-03-2018,JBCHEPHARM,2018,FY,139,1765,screener_html,1442
31-03-2019,JBCHEPHARM,2019,FY,194,1792,screener_html,1480
31-03-2020,JBCHEPHARM,2020,FY,272,1814,screener_html,1435
31-03-2021,JBCHEPHARM,2021,FY,449,2231,screener_html,1809
31-03-2022,JBCHEPHARM,2022,FY,386,2601,screener_html,2134
31-03-2023,JBCHEPHARM,2023,FY,410,3547,screener_html,2480
31-03-2024,JBCHEPHARM,2024,FY,553,3988,screener_html,2924
31-03-2025,JBCHEPHARM,2025,FY,660,4712,screener_html,3806
31-03-2014,JBMA,2014,FY,57,1055,screener_html,237
31-03-2015,JBMA,2015,FY,93,1254,screener_html,300
31-03-2016,JBMA,2016,FY,63,1519,screener_html,343
31-03-2017,JBMA,2017,FY,72,1350,screener_html,356
31-03-2018,JBMA,2018,FY,81,1435,screener_html,417
31-03-2019,JBMA,2019,FY,98,2006,screener_html,645
31-03-2020,JBMA,2020,FY,69,2009,screener_html,704
31-03-2021,JBMA,2021,FY,49,2464,screener_html,746
31-03-2022,JBMA,2022,FY,156,3229,screener_html,897
31-03-2023,JBMA,2023,FY,125,3540,screener_html,1030
31-03-2024,JBMA,2024,FY,194,4865,screener_html,1168
31-03-2025,JBMA,2025,FY,215,6327,screener_html,1418
31-03-2015,JINDALSAW,2015,FY,-27,15999,screener_html,5390
31-03-2016,JINDALSAW,2016,FY,-80,14346,screener_html,5122
31-03-2017,JINDALSAW,2017,FY,39,12856,screener_html,5386
31-03-2018,JINDALSAW,2018,FY,-11,13197,screener_html,5496
31-03-2019,JINDALSAW,2019,FY,764,14781,screener_html,6282
31-03-2020,JINDALSAW,2020,FY,461,15082,screener_html,6764
31-03-2021,JINDALSAW,2021,FY,328,15815,screener_html,6983
31-03-2022,JINDALSAW,2022,FY,376,16443,screener_html,7364
31-03-2023,JINDALSAW,2023,FY,452,17883,screener_html,7921
31-03-2024,JINDALSAW,2024,FY,1593,20679,screener_html,10093
31-03-2025,JINDALSAW,2025,FY,1458,20665,screener_html,11411
31-03-2026,JINDALSAW,2026,FY,925,21686,screener_html,12574
31-03-2015,JINDALSTEL,2015,FY,-1452,75537,screener_html,21042
31-03-2016,JINDALSTEL,2016,FY,-3087,92398,screener_html,32436
31-03-2017,JINDALSTEL,2017,FY,-2538,90575,screener_html,30051
31-03-2018,JINDALSTEL,2018,FY,-1616,89230,screener_html,30385
31-03-2019,JINDALSTEL,2019,FY,-2412,89001,screener_html,32085
31-03-2020,JINDALSTEL,2020,FY,-400,89742,screener_html,32137
31-03-2021,JINDALSTEL,2021,FY,4267,77840,screener_html,31815
31-03-2022,JINDALSTEL,2022,FY,6766,76644,screener_html,35625
31-03-2023,JINDALSTEL,2023,FY,3974,69427,screener_html,38706
31-03-2024,JINDALSTEL,2024,FY,5943,78676,screener_html,44316
31-03-2025,JINDALSTEL,2025,FY,2846,85766,screener_html,47185
31-03-2026,JINDALSTEL,2026,FY,3361,97762,screener_html,50899
31-03-2023,JIOFIN,2023,FY,31,114930,screener_html,114120
31-03-2024,JIOFIN,2024,FY,1605,144863,screener_html,139147
31-03-2025,JIOFIN,2025,FY,1613,133500,screener_html,123496
31-03-2026,JIOFIN,2026,FY,1561,163497,screener_html,133853
31-03-2014,JKCEMENT,2014,FY,75,5764,screener_html,1746
31-03-2015,JKCEMENT,2015,FY,142,6051,screener_html,1617
31-03-2016,JKCEMENT,2016,FY,55,6185,screener_html,1587
31-03-2017,JKCEMENT,2017,FY,172,6411,screener_html,1711
31-03-2018,JKCEMENT,2018,FY,286,6456,screener_html,1975
31-03-2019,JKCEMENT,2019,FY,264,7413,screener_html,2702
31-03-2020,JKCEMENT,2020,FY,483,8542,screener_html,3027
31-03-2021,JKCEMENT,2021,FY,703,9872,screener_html,3736
31-03-2022,JKCEMENT,2022,FY,679,11403,screener_html,4325
31-03-2023,JKCEMENT,2023,FY,416,13307,screener_html,4684
31-03-2024,JKCEMENT,2024,FY,790,14802,screener_html,5367
31-03-2025,JKCEMENT,2025,FY,872,17889,screener_html,6481
31-03-2014,JKTYRE,2014,FY,263,6043,screener_html,1097
31-03-2015,JKTYRE,2015,FY,330,6904,screener_html,1401
31-03-2016,JKTYRE,2016,FY,467,7052,screener_html,1751
31-03-2017,JKTYRE,2017,FY,381,10395,screener_html,1964
31-03-2018,JKTYRE,2018,FY,63,10535,screener_html,1961
31-03-2019,JKTYRE,2019,FY,171,11269,screener_html,2284
31-03-2020,JKTYRE,2020,FY,141,11213,screener_html,2331
31-03-2021,JKTYRE,2021,FY,331,10940,screener_html,2672
31-03-2022,JKTYRE,2022,FY,201,12161,screener_html,2848
31-03-2023,JKTYRE,2023,FY,263,12339,screener_html,3396
31-03-2024,JKTYRE,2024,FY,806,14012,screener_html,4487
31-03-2025,JKTYRE,2025,FY,509,15099,screener_html,5240
31-03-2014,JMFINANCIL,2014,FY,225,5930,screener_html,2198
31-03-2015,JMFINANCIL,2015,FY,379,8505,screener_html,2543
31-03-2016,JMFINANCIL,2016,FY,526,11061,screener_html,2910
31-03-2017,JMFINANCIL,2017,FY,649,16545,screener_html,3319
31-03-2018,JMFINANCIL,2018,FY,785,22206,screener_html,4555
31-03-2019,JMFINANCIL,2019,FY,837,22640,screener_html,5132
31-03-2020,JMFINANCIL,2020,FY,778,20746,screener_html,5639
31-03-2021,JMFINANCIL,2021,FY,808,23378,screener_html,7000
31-03-2022,JMFINANCIL,2022,FY,992,25661,screener_html,7686
31-03-2023,JMFINANCIL,2023,FY,709,29213,screener_html,8136
31-03-2024,JMFINANCIL,2024,FY,31,29592,screener_html,8491
31-03-2025,JMFINANCIL,2025,FY,774,24584,screener_html,10294
31-03-2015,JPPOWER,2015,FY,169,42561,screener_html,6411
31-03-2016,JPPOWER,2016,FY,-243,36273,screener_html,7614
31-03-2017,JPPOWER,2017,FY,-1295,37836,screener_html,9387
31-03-2018,JPPOWER,2018,FY,-1690,37102,screener_html,7779
31-03-2019,JPPOWER,2019,FY,-367,37260,screener_html,7377
31-03-2020,JPPOWER,2020,FY,-2147,17844,screener_html,9998
